id,query_text,best_match_sop,best_similarity,source,cluster_name,namespace,pod_name,gap_category,gap_cluster_id,reviewed,draft_sop_created,detected_at
487,why is checkout-web restarting in checkout?,sops/memory/runbook-35.md,0.4337,prediction,prod-usw2-eks,checkout,checkout-web-c2b3638-fa6d0,cpu,538,false,true,2026-06-13 16:33:17
488,why is indexer slow in search?,sops/node/runbook-38.md,0.3961,prediction,prod-usw2-eks,search,indexer-6c1eb29-ca471,storage,771,true,true,2026-06-16 07:42:58
489,why is recommendation OOMKilled in search?,sops/network/runbook-25.md,0.3638,chat,prod-usw2-eks,search,recommendation-1e52697-e4756,cpu,759,true,false,2026-05-28 23:09:50
490,why is cart-svc throttled in checkout?,sops/availability/runbook-10.md,0.5323,alert,prod-use2-eks,checkout,cart-svc-527eb80-045c0,cpu,1069,false,true,2026-06-14 10:17:43
491,why is orders-api throttled in orders?,sops/cpu/runbook-31.md,0.3831,auto,prod-use2-eks,orders,orders-api-7f89525-97cdd,network,558,true,false,2026-06-06 04:09:47
492,why is checkout-web OOMKilled in checkout?,sops/node/runbook-05.md,0.4388,auto,prod-usw2-eks,checkout,checkout-web-f628153-c1833,storage,729,true,false,2026-05-26 09:45:06
493,why is session-store slow in identity?,sops/storage/runbook-32.md,0.4161,prediction,prod-use2-eks,identity,session-store-1ac5266-1ca26,cpu,1030,true,false,2026-05-29 05:44:16
494,why is session-store OOMKilled in identity?,sops/storage/runbook-07.md,0.2962,alert,staging-use2-eks,identity,session-store-a097c68-649a1,cpu,846,true,false,2026-06-05 10:34:56
495,why is checkout-web restarting in checkout?,sops/node/runbook-29.md,0.4373,prediction,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,network,34,true,false,2026-06-01 03:08:03
496,why is checkout-web OOMKilled in checkout?,sops/security/runbook-30.md,0.4021,prediction,prod-usw2-eks,checkout,checkout-web-c2b3638-fa6d0,memory,49,true,false,2026-06-02 01:26:56
497,why is search-api OOMKilled in search?,sops/memory/runbook-19.md,0.5298,prediction,prod-usw2-eks,search,search-api-a47d446-4ffe2,network,479,false,true,2026-06-21 01:08:28
498,why is search-api slow in search?,sops/memory/runbook-35.md,0.2731,chat,prod-use2-eks,search,search-api-61d1d17-0014f,memory,584,false,false,2026-06-03 18:50:30
499,why is payments-api restarting in payments?,sops/storage/runbook-28.md,0.2616,alert,prod-usw2-eks,payments,payments-api-6c2b997-3e07d,storage,78,false,true,2026-06-12 05:31:05
500,why is image-resizer restarting in platform?,sops/security/runbook-03.md,0.2772,chat,prod-usw2-eks,platform,image-resizer-9683178-b7560,node,292,false,false,2026-06-07 05:37:02
501,why is cart-svc OOMKilled in checkout?,sops/node/runbook-05.md,0.4071,auto,dr-use1-eks,checkout,cart-svc-da3cf51-00806,cpu,543,true,false,2026-06-14 08:29:08
502,why is payments-api throttled in payments?,sops/memory/runbook-18.md,0.3017,prediction,staging-use2-eks,payments,payments-api-dde4d16-a3d09,network,668,true,true,2026-06-08 20:43:44
503,why is payments-api slow in payments?,sops/node/runbook-15.md,0.3116,alert,prod-use2-eks,payments,payments-api-7fa4649-debd8,storage,869,false,false,2026-05-25 04:58:28
504,why is search-api OOMKilled in search?,sops/memory/runbook-09.md,0.2807,auto,prod-use2-eks,search,search-api-4350294-dbefb,storage,470,false,false,2026-06-04 18:08:03
505,why is search-api OOMKilled in search?,sops/node/runbook-34.md,0.3109,auto,prod-usw2-eks,search,search-api-a47d446-4ffe2,cpu,966,true,false,2026-05-31 18:21:11
506,why is search-api OOMKilled in search?,sops/security/runbook-03.md,0.3681,chat,prod-use2-eks,search,search-api-61d1d17-0014f,node,1075,false,true,2026-06-05 03:37:31
507,why is ledger-svc throttled in ledger?,sops/storage/runbook-27.md,0.2429,auto,prod-usw2-eks,ledger,ledger-svc-842cd31-95bfa,network,140,false,true,2026-06-23 07:55:57
508,why is config-svc restarting in platform?,sops/security/runbook-23.md,0.5166,chat,prod-usw2-eks,platform,config-svc-d193d56-68bd9,node,211,true,false,2026-05-29 23:19:01
509,why is checkout-web restarting in checkout?,sops/node/runbook-24.md,0.3609,alert,prod-usw2-eks,checkout,checkout-web-c2b3638-fa6d0,node,171,false,true,2026-05-31 02:31:18
510,why is checkout-web slow in checkout?,sops/node/runbook-01.md,0.4577,chat,prod-use2-eks,checkout,checkout-web-c2eb578-2d181,cpu,929,true,false,2026-05-29 02:38:51
511,why is coredns throttled in kube-system?,sops/network/runbook-17.md,0.4579,auto,prod-use2-eks,kube-system,coredns-47d4438-c55d7,storage,680,true,true,2026-05-31 17:51:43
512,why is inventory-svc throttled in inventory?,sops/memory/runbook-19.md,0.5439,auto,prod-usw2-eks,inventory,inventory-svc-bf8f159-02345,memory,818,false,false,2026-06-02 12:27:12
513,why is session-store throttled in identity?,sops/storage/runbook-02.md,0.4248,prediction,prod-usw2-eks,identity,session-store-28ebc77-cf7c8,cpu,286,false,false,2026-06-09 19:24:13
514,why is session-store throttled in identity?,sops/node/runbook-36.md,0.4858,prediction,prod-use2-eks,identity,session-store-1ac5266-1ca26,storage,1069,true,true,2026-05-26 13:21:16
515,why is coredns restarting in kube-system?,sops/security/runbook-03.md,0.3459,prediction,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,storage,366,false,true,2026-06-13 18:13:52
516,why is payments-api restarting in payments?,sops/network/runbook-25.md,0.2703,prediction,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,node,1080,true,true,2026-06-11 20:58:02
517,why is search-api restarting in search?,sops/availability/runbook-20.md,0.5499,alert,staging-use2-eks,search,search-api-8ca0b98-505ff,network,86,true,false,2026-06-19 11:00:57
518,why is payments-api throttled in payments?,sops/storage/runbook-02.md,0.4566,alert,prod-usw2-eks,payments,payments-api-423b015-b80bd,network,798,false,true,2026-06-23 04:10:27
519,why is orders-worker restarting in orders?,sops/availability/runbook-14.md,0.4752,prediction,dr-use1-eks,orders,orders-worker-f884840-8265c,storage,351,false,false,2026-06-16 04:13:42
520,why is orders-worker restarting in orders?,sops/memory/runbook-21.md,0.4359,alert,prod-use2-eks,orders,orders-worker-9681c18-374c7,node,716,true,false,2026-06-13 06:43:05
521,why is notifications OOMKilled in notifications?,sops/network/runbook-04.md,0.2975,auto,dr-use1-eks,notifications,notifications-b036879-82982,cpu,575,false,false,2026-06-12 23:12:11
522,why is indexer OOMKilled in search?,sops/memory/runbook-40.md,0.2218,prediction,prod-usw2-eks,search,indexer-b957537-8aa20,storage,683,false,false,2026-06-10 01:02:22
523,why is search-api restarting in search?,sops/node/runbook-38.md,0.4072,auto,dr-use1-eks,search,search-api-d416b43-7cb20,network,563,false,false,2026-05-27 15:45:01
524,why is indexer restarting in search?,sops/availability/runbook-39.md,0.3032,prediction,prod-use2-eks,search,indexer-4680271-0a829,cpu,602,true,false,2026-06-05 21:58:17
525,why is search-api restarting in search?,sops/security/runbook-37.md,0.5297,chat,prod-use2-eks,search,search-api-eff0684-a368a,node,213,true,false,2026-06-11 00:29:56
526,why is checkout-web throttled in checkout?,sops/availability/runbook-16.md,0.2024,alert,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,memory,192,false,false,2026-05-28 10:41:01
527,why is auth-gateway throttled in identity?,sops/cpu/runbook-31.md,0.3233,prediction,prod-use2-eks,identity,auth-gateway-9bddb17-f3d59,memory,211,true,true,2026-05-29 08:17:30
528,why is config-svc restarting in platform?,sops/network/runbook-04.md,0.5343,prediction,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,memory,387,true,false,2026-06-08 10:50:26
529,why is coredns slow in kube-system?,sops/availability/runbook-20.md,0.2101,chat,prod-use2-eks,kube-system,coredns-e513a45-fb7bf,cpu,420,false,false,2026-06-18 11:14:32
530,why is orders-api slow in orders?,sops/node/runbook-08.md,0.4947,chat,prod-use2-eks,orders,orders-api-7f89525-97cdd,storage,57,true,false,2026-06-13 21:54:26
531,why is orders-worker slow in orders?,sops/security/runbook-23.md,0.3919,chat,prod-usw2-eks,orders,orders-worker-b907131-2627d,node,1069,false,true,2026-06-16 13:59:26
532,why is cart-svc restarting in checkout?,sops/node/runbook-36.md,0.4475,alert,prod-use2-eks,checkout,cart-svc-527eb80-045c0,memory,92,false,false,2026-06-22 15:46:21
533,why is search-api restarting in search?,sops/memory/runbook-18.md,0.4051,chat,staging-use2-eks,search,search-api-1605640-8abaf,storage,1078,false,false,2026-06-20 11:43:46
534,why is auth-gateway OOMKilled in identity?,sops/memory/runbook-18.md,0.39,auto,prod-use2-eks,identity,auth-gateway-bf1d422-2018d,memory,577,true,false,2026-05-25 23:31:12
535,why is session-store restarting in identity?,sops/security/runbook-03.md,0.2554,chat,prod-usw2-eks,identity,session-store-d825e25-14f9f,node,718,true,false,2026-05-27 07:44:13
536,why is search-api throttled in search?,sops/security/runbook-23.md,0.3145,alert,prod-usw2-eks,search,search-api-8352074-5b766,network,307,false,false,2026-06-05 00:48:01
537,why is config-svc throttled in platform?,sops/network/runbook-04.md,0.233,chat,prod-use2-eks,platform,config-svc-027a395-39a4d,node,804,false,false,2026-06-02 17:08:36
538,why is indexer restarting in search?,sops/availability/runbook-16.md,0.5193,chat,prod-use2-eks,search,indexer-b07f520-eaf04,storage,585,false,true,2026-06-20 05:55:43
539,why is checkout-web throttled in checkout?,sops/node/runbook-05.md,0.4929,auto,prod-usw2-eks,checkout,checkout-web-c2b3638-fa6d0,memory,651,false,false,2026-06-14 00:27:07
540,why is ledger-svc slow in ledger?,sops/security/runbook-23.md,0.3698,auto,prod-usw2-eks,ledger,ledger-svc-2014124-29b88,cpu,398,true,false,2026-06-21 04:33:15
541,why is coredns throttled in kube-system?,sops/security/runbook-23.md,0.2587,auto,prod-usw2-eks,kube-system,coredns-37f1521-4cd3d,memory,1038,false,false,2026-06-03 21:35:53
542,why is ledger-svc restarting in ledger?,sops/availability/runbook-39.md,0.4775,alert,prod-usw2-eks,ledger,ledger-svc-0744083-43011,storage,395,false,false,2026-06-08 01:37:50
543,why is checkout-web slow in checkout?,sops/availability/runbook-06.md,0.2042,auto,prod-usw2-eks,checkout,checkout-web-c2b3638-fa6d0,cpu,791,true,false,2026-06-01 02:47:34
544,why is orders-api OOMKilled in orders?,sops/storage/runbook-02.md,0.5214,auto,prod-usw2-eks,orders,orders-api-21c5d48-15186,cpu,327,false,false,2026-05-24 16:54:15
545,why is payments-worker OOMKilled in payments?,sops/memory/runbook-19.md,0.3515,chat,prod-usw2-eks,payments,payments-worker-1d1bf52-dff66,network,549,false,false,2026-06-02 07:47:17
546,why is session-store OOMKilled in identity?,sops/node/runbook-34.md,0.5226,prediction,prod-usw2-eks,identity,session-store-d825e25-14f9f,network,411,false,false,2026-06-06 18:06:31
547,why is checkout-web OOMKilled in checkout?,sops/node/runbook-38.md,0.5474,chat,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,node,732,true,false,2026-06-06 09:59:11
548,why is auth-gateway slow in identity?,sops/security/runbook-37.md,0.4482,auto,prod-use2-eks,identity,auth-gateway-9bddb17-f3d59,node,915,false,false,2026-06-10 07:51:29
549,why is payments-api throttled in payments?,sops/security/runbook-13.md,0.3014,prediction,prod-usw2-eks,payments,payments-api-1e23165-1e35b,network,492,false,false,2026-06-07 16:28:10
550,why is payments-api throttled in payments?,sops/node/runbook-34.md,0.456,alert,staging-use2-eks,payments,payments-api-dde4d16-a3d09,memory,528,true,false,2026-05-25 12:47:38
551,why is auth-gateway OOMKilled in identity?,sops/node/runbook-05.md,0.4461,alert,prod-use2-eks,identity,auth-gateway-7b28269-a7447,network,669,true,false,2026-05-27 01:33:28
552,why is metrics-server slow in kube-system?,sops/availability/runbook-16.md,0.4099,prediction,prod-usw2-eks,kube-system,metrics-server-6162d13-d4a14,cpu,485,false,true,2026-06-09 11:23:09
553,why is inventory-svc slow in inventory?,sops/cpu/runbook-31.md,0.5321,auto,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,node,305,true,false,2026-06-06 18:10:09
554,why is session-store restarting in identity?,sops/cpu/runbook-31.md,0.333,alert,prod-use2-eks,identity,session-store-1ac5266-1ca26,network,978,false,false,2026-06-02 22:36:19
555,why is payments-api restarting in payments?,sops/availability/runbook-06.md,0.4963,auto,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,cpu,74,false,false,2026-06-08 00:00:23
556,why is payments-api throttled in payments?,sops/network/runbook-04.md,0.2138,prediction,prod-use2-eks,payments,payments-api-c9c2b74-00142,storage,310,true,true,2026-06-01 12:05:30
557,why is checkout-web slow in checkout?,sops/availability/runbook-39.md,0.3736,alert,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,storage,411,false,false,2026-06-21 17:58:30
558,why is indexer slow in search?,sops/security/runbook-23.md,0.322,prediction,prod-use2-eks,search,indexer-4680271-0a829,network,436,true,false,2026-06-17 02:08:26
559,why is recommendation OOMKilled in search?,sops/memory/runbook-26.md,0.4203,auto,prod-usw2-eks,search,recommendation-1e52697-e4756,cpu,315,false,false,2026-05-29 18:26:26
560,why is search-api OOMKilled in search?,sops/node/runbook-24.md,0.2429,chat,prod-use2-eks,search,search-api-eff0684-a368a,node,361,false,false,2026-06-04 03:54:16
561,why is cart-svc restarting in checkout?,sops/availability/runbook-20.md,0.3639,prediction,dr-use1-eks,checkout,cart-svc-da3cf51-00806,cpu,233,false,false,2026-05-27 11:48:00
562,why is auth-gateway OOMKilled in identity?,sops/node/runbook-29.md,0.4919,auto,staging-use2-eks,identity,auth-gateway-c975434-e6ef9,cpu,182,true,false,2026-06-07 09:38:41
563,why is checkout-web slow in checkout?,sops/availability/runbook-16.md,0.3687,alert,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,cpu,78,false,false,2026-06-08 02:08:17
564,why is config-svc restarting in platform?,sops/availability/runbook-10.md,0.2091,prediction,prod-usw2-eks,platform,config-svc-d193d56-68bd9,memory,681,false,false,2026-06-11 10:56:45
565,why is indexer OOMKilled in search?,sops/node/runbook-24.md,0.3135,prediction,prod-use2-eks,search,indexer-4680271-0a829,cpu,611,true,false,2026-06-07 05:24:52
566,why is search-api OOMKilled in search?,sops/security/runbook-23.md,0.2851,chat,prod-usw2-eks,search,search-api-15a6d76-12766,network,1007,true,true,2026-06-09 16:25:39
567,why is orders-api OOMKilled in orders?,sops/memory/runbook-18.md,0.3453,chat,dr-use1-eks,orders,orders-api-8330e48-f22f4,cpu,3,false,false,2026-06-05 22:30:36
568,why is auth-gateway throttled in identity?,sops/node/runbook-38.md,0.4884,prediction,prod-usw2-eks,identity,auth-gateway-d4d3364-aac01,network,117,false,false,2026-06-04 12:42:26
569,why is orders-api slow in orders?,sops/availability/runbook-39.md,0.2674,alert,prod-usw2-eks,orders,orders-api-402bb51-ad48f,node,414,false,false,2026-06-14 15:34:38
570,why is payments-api throttled in payments?,sops/network/runbook-04.md,0.5343,prediction,prod-use2-eks,payments,payments-api-58c5e74-26d34,node,715,true,false,2026-06-22 14:40:57
571,why is inventory-svc slow in inventory?,sops/memory/runbook-19.md,0.4211,alert,staging-use2-eks,inventory,inventory-svc-1d6f570-1b50d,memory,449,true,false,2026-05-26 16:28:04
572,why is ledger-svc slow in ledger?,sops/memory/runbook-19.md,0.3729,chat,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,memory,916,false,true,2026-06-22 08:36:31
573,why is checkout-web restarting in checkout?,sops/node/runbook-38.md,0.3987,alert,prod-usw2-eks,checkout,checkout-web-c2b3638-fa6d0,storage,900,false,false,2026-06-07 15:11:28
574,why is coredns throttled in kube-system?,sops/availability/runbook-14.md,0.5438,prediction,prod-use2-eks,kube-system,coredns-47d4438-c55d7,network,890,false,true,2026-06-15 19:50:33
575,why is session-store OOMKilled in identity?,sops/memory/runbook-18.md,0.5237,prediction,staging-use2-eks,identity,session-store-a097c68-649a1,node,419,true,false,2026-06-19 15:30:33
576,why is session-store throttled in identity?,sops/storage/runbook-27.md,0.2996,prediction,prod-use2-eks,identity,session-store-4732511-0dba8,cpu,559,false,false,2026-06-07 20:40:20
577,why is payments-api slow in payments?,sops/memory/runbook-19.md,0.3529,chat,prod-use2-eks,payments,payments-api-1ce3577-591ac,memory,579,false,false,2026-06-17 12:18:19
578,why is payments-worker slow in payments?,sops/storage/runbook-07.md,0.4931,auto,prod-usw2-eks,payments,payments-worker-bbc0947-0aa1a,memory,70,true,true,2026-06-23 08:49:22
579,why is ledger-svc slow in ledger?,sops/storage/runbook-02.md,0.3136,alert,prod-usw2-eks,ledger,ledger-svc-0744083-43011,memory,64,true,false,2026-06-09 21:54:18
580,why is search-api restarting in search?,sops/security/runbook-37.md,0.4175,chat,prod-use2-eks,search,search-api-eff0684-a368a,node,409,false,false,2026-05-26 15:02:03
581,why is session-store throttled in identity?,sops/security/runbook-22.md,0.5214,alert,prod-use2-eks,identity,session-store-1ac5266-1ca26,memory,41,true,false,2026-06-21 09:34:23
582,why is session-store restarting in identity?,sops/memory/runbook-40.md,0.5236,auto,prod-use2-eks,identity,session-store-1ac5266-1ca26,network,538,false,false,2026-06-19 12:22:44
583,why is cart-svc restarting in checkout?,sops/memory/runbook-40.md,0.24,prediction,prod-usw2-eks,checkout,cart-svc-ee38458-64d46,network,505,false,false,2026-05-31 20:30:18
584,why is inventory-svc slow in inventory?,sops/availability/runbook-33.md,0.4463,chat,staging-use2-eks,inventory,inventory-svc-1d6f570-1b50d,cpu,696,false,false,2026-06-10 14:59:03
