id,knowledge_type,title,content,source,confidence,applicable_environments,tags,metadata,created_at,updated_at
370,postmortem,Cpu postmortem #370,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6895,"[""prod""]","[""cpu"",""k8s"",""leak""]","{""domain"":""cpu"",""verified"":true}",2026-04-18 08:27:27,2026-06-23 12:00:00
371,best_practice,Availability best practice #371,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6084,"[""staging""]","[""leak"",""availability"",""sre""]","{""domain"":""availability"",""verified"":true}",2026-03-27 02:31:43,2026-06-23 12:00:00
372,best_practice,Network best practice #372,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7185,"[""prod"",""dr"",""staging""]","[""sre"",""k8s"",""leak""]","{""domain"":""network"",""verified"":true}",2026-04-28 15:54:40,2026-06-23 12:00:00
373,best_practice,Cpu best practice #373,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.681,"[""staging""]","[""sre"",""leak"",""scaling""]","{""domain"":""cpu"",""verified"":true}",2026-04-26 09:13:20,2026-06-23 12:00:00
374,postmortem,Availability postmortem #374,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7479,"[""prod"",""staging""]","[""leak"",""scaling"",""k8s""]","{""domain"":""availability"",""verified"":true}",2026-06-15 03:40:03,2026-06-23 12:00:00
375,remediation,Cpu remediation #375,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6658,"[""prod"",""dr""]","[""scaling"",""sre"",""k8s""]","{""domain"":""cpu"",""verified"":false}",2026-05-08 09:01:17,2026-06-23 12:00:00
376,root_cause,Memory root cause #376,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7278,"[""prod""]","[""sre"",""scaling"",""k8s""]","{""domain"":""memory"",""verified"":false}",2026-05-26 03:05:25,2026-06-23 12:00:00
377,remediation,Storage remediation #377,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8522,"[""dr"",""prod""]","[""sre"",""prod"",""leak""]","{""domain"":""storage"",""verified"":true}",2026-03-28 12:27:25,2026-06-23 12:00:00
378,incident_pattern,Availability incident pattern #378,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7422,"[""staging"",""prod"",""dr""]","[""sre"",""k8s"",""availability""]","{""domain"":""availability"",""verified"":false}",2026-05-16 13:41:01,2026-06-23 12:00:00
379,root_cause,Storage root cause #379,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6363,"[""dr"",""prod"",""staging""]","[""prod"",""leak"",""storage""]","{""domain"":""storage"",""verified"":false}",2026-05-30 06:30:17,2026-06-23 12:00:00
380,remediation,Cpu remediation #380,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8149,"[""staging""]","[""scaling"",""cpu"",""leak""]","{""domain"":""cpu"",""verified"":true}",2026-06-14 17:01:43,2026-06-23 12:00:00
381,best_practice,Availability best practice #381,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6821,"[""dr"",""staging"",""prod""]","[""leak"",""prod"",""sre""]","{""domain"":""availability"",""verified"":true}",2026-06-08 09:02:00,2026-06-23 12:00:00
382,postmortem,Storage postmortem #382,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6453,"[""staging"",""prod""]","[""k8s"",""scaling"",""storage""]","{""domain"":""storage"",""verified"":true}",2026-06-10 10:36:27,2026-06-23 12:00:00
383,incident_pattern,Storage incident pattern #383,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9437,"[""dr"",""prod"",""staging""]","[""storage"",""k8s"",""leak""]","{""domain"":""storage"",""verified"":true}",2026-04-16 16:30:17,2026-06-23 12:00:00
384,best_practice,Network best practice #384,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7018,"[""staging""]","[""network"",""leak"",""prod""]","{""domain"":""network"",""verified"":false}",2026-04-03 13:15:28,2026-06-23 12:00:00
385,best_practice,Availability best practice #385,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9351,"[""staging""]","[""k8s"",""leak"",""prod""]","{""domain"":""availability"",""verified"":true}",2026-04-15 20:46:45,2026-06-23 12:00:00
386,remediation,Memory remediation #386,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6208,"[""staging""]","[""sre"",""memory"",""k8s""]","{""domain"":""memory"",""verified"":false}",2026-06-07 18:29:00,2026-06-23 12:00:00
387,remediation,Cpu remediation #387,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8617,"[""dr"",""staging"",""prod""]","[""scaling"",""prod"",""leak""]","{""domain"":""cpu"",""verified"":false}",2026-06-15 01:06:07,2026-06-23 12:00:00
388,best_practice,Storage best practice #388,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8185,"[""prod"",""dr""]","[""k8s"",""sre"",""storage""]","{""domain"":""storage"",""verified"":true}",2026-04-13 10:53:23,2026-06-23 12:00:00
389,best_practice,Network best practice #389,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7443,"[""dr"",""prod""]","[""network"",""prod"",""leak""]","{""domain"":""network"",""verified"":true}",2026-06-22 17:32:12,2026-06-23 12:00:00
390,postmortem,Storage postmortem #390,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9459,"[""dr"",""prod"",""staging""]","[""k8s"",""prod"",""sre""]","{""domain"":""storage"",""verified"":false}",2026-06-06 21:12:19,2026-06-23 12:00:00
391,incident_pattern,Availability incident pattern #391,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9782,"[""dr""]","[""availability"",""scaling"",""k8s""]","{""domain"":""availability"",""verified"":true}",2026-06-22 18:44:00,2026-06-23 12:00:00
392,postmortem,Cpu postmortem #392,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6813,"[""dr""]","[""scaling"",""leak"",""k8s""]","{""domain"":""cpu"",""verified"":false}",2026-04-17 04:56:26,2026-06-23 12:00:00
393,best_practice,Availability best practice #393,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8682,"[""staging""]","[""k8s"",""leak"",""availability""]","{""domain"":""availability"",""verified"":true}",2026-05-11 06:10:08,2026-06-23 12:00:00
394,incident_pattern,Availability incident pattern #394,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.878,"[""staging"",""dr""]","[""leak"",""prod"",""sre""]","{""domain"":""availability"",""verified"":true}",2026-04-22 12:39:09,2026-06-23 12:00:00
395,postmortem,Cpu postmortem #395,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8025,"[""prod""]","[""leak"",""sre"",""k8s""]","{""domain"":""cpu"",""verified"":true}",2026-05-30 06:32:57,2026-06-23 12:00:00
396,remediation,Memory remediation #396,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8878,"[""prod""]","[""sre"",""prod"",""scaling""]","{""domain"":""memory"",""verified"":false}",2026-04-26 18:31:53,2026-06-23 12:00:00
397,incident_pattern,Storage incident pattern #397,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9562,"[""staging"",""dr"",""prod""]","[""prod"",""sre"",""scaling""]","{""domain"":""storage"",""verified"":true}",2026-05-28 23:12:21,2026-06-23 12:00:00
398,remediation,Storage remediation #398,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8142,"[""staging""]","[""sre"",""scaling"",""k8s""]","{""domain"":""storage"",""verified"":false}",2026-05-19 15:10:18,2026-06-23 12:00:00
399,root_cause,Memory root cause #399,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6764,"[""dr"",""prod""]","[""scaling"",""prod"",""leak""]","{""domain"":""memory"",""verified"":true}",2026-05-17 19:23:39,2026-06-23 12:00:00
400,remediation,Node remediation #400,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6959,"[""dr""]","[""scaling"",""prod"",""node""]","{""domain"":""node"",""verified"":true}",2026-06-12 19:07:30,2026-06-23 12:00:00
401,best_practice,Availability best practice #401,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.939,"[""dr"",""staging"",""prod""]","[""scaling"",""availability"",""sre""]","{""domain"":""availability"",""verified"":true}",2026-05-18 23:28:43,2026-06-23 12:00:00
402,incident_pattern,Storage incident pattern #402,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7786,"[""dr"",""staging""]","[""sre"",""k8s"",""prod""]","{""domain"":""storage"",""verified"":true}",2026-03-28 04:14:32,2026-06-23 12:00:00
403,best_practice,Storage best practice #403,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6881,"[""staging""]","[""prod"",""sre"",""leak""]","{""domain"":""storage"",""verified"":true}",2026-06-21 22:38:43,2026-06-23 12:00:00
404,postmortem,Node postmortem #404,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8607,"[""staging""]","[""scaling"",""leak"",""sre""]","{""domain"":""node"",""verified"":false}",2026-05-30 16:29:09,2026-06-23 12:00:00
405,root_cause,Storage root cause #405,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6052,"[""staging"",""dr""]","[""storage"",""leak"",""k8s""]","{""domain"":""storage"",""verified"":true}",2026-05-28 07:30:26,2026-06-23 12:00:00
406,best_practice,Storage best practice #406,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8585,"[""prod"",""dr""]","[""sre"",""prod"",""k8s""]","{""domain"":""storage"",""verified"":false}",2026-04-29 18:33:43,2026-06-23 12:00:00
